privateIP,privatePort,publicIP,publicPort,destIP,destPort,imei,imsi,startTime,endTime,originCellID,originLat,originLong,uplinkVolume,downlinkVolume,totalVolume,accessType
23.22.66.251,59978,80.31.204.112,59978,157.240.2.53,59746,400391467815650,404452991905828,2025-08-10 20:02:57,2025-08-10 20:12:31,40440-46558-7723329,13.022929,80.157937,15567206,18448445,34015651,4G
56.23.219.230,40850,92.77.241.172,32336,69.63.176.13,5223,372205641083224,404452991935917,2025-08-10 20:08:16,2025-08-10 20:08:18,40440-6040-8977378,13.034536,80.237026,11103,16139,27242,2G
139.87.176.236,53805,101.43.25.4,1143,31.13.65.49,3478,372205641083224,404452991935917,2025-08-10 20:08:18,2025-08-10 20:08:19,40440-6040-8977378,13.034536,80.237026,3663,2921,6584,2G
67.224.197.24,55019,33.134.37.195,55019,185.60.218.35,58361,372205641083224,404452991935917,2025-08-10 20:08:19,2025-08-10 20:17:04,40440-6040-8977378,13.034536,80.237026,8725083,16410637,25135720,3G
47.160.127.172,18665,96.246.38.175,5952,52.27.197.74,8443,162688258304559,404452991927001,2025-08-10 20:44:14,2025-08-10 20:45:55,40440-29893-6961724,13.099089,80.174089,214418,47040067,47254485,2G
196.2.115.195,59041,145.142.31.86,21261,142.250.52.162,443,564471226463063,404452991639871,2025-08-10 20:44:59,2025-08-10 20:49:52,40440-7139-4324951,12.918524,80.243183,444261,32173063,32617324,3G
32.92.115.243,55118,46.92.149.62,3214,185.60.216.35,5223,802093969690855,404452991927001,2025-08-10 20:54:21,2025-08-10 20:54:23,40440-10836-7276010,13.092134,80.153416,9491,14159,23650,4G
217.70.162.215,44468,196.52.12.131,31833,185.60.218.35,3478,802093969690855,404452991927001,2025-08-10 20:54:23,2025-08-10 20:54:24,40440-10836-7276010,13.092134,80.153416,4873,3850,8723,4G
9.10.78.102,52306,202.226.67.64,52306,31.13.65.49,52707,802093969690855,404452991927001,2025-08-10 20:54:24,2025-08-10 20:59:41,40440-10836-7276010,13.092134,80.153416,9026643,6876464,15903107,3G
5.196.96.237,18323,112.176.58.76,23155,13.51.145.188,8080,412362363038619,404452991935917,2025-08-10 21:18:55,2025-08-10 21:21:09,40440-46742-1559280,13.012739,80.177298,373597,13631758,14005355,4G
181.56.143.205,10400,84.208.97.196,1853,52.27.197.74,443,116293719643828,404452991639871,2025-08-10 21:27:02,2025-08-10 21:38:48,40440-41806-1435617,12.920972,80.280251,312916,9063804,9376720,4G
101.129.1.223,48353,58.88.254.243,56826,157.240.1.53,5222,936115994449885,404452991706055,2025-08-10 21:35:05,2025-08-10 21:35:07,40440-38946-1170046,13.098847,80.112064,6706,8540,15246,2G
7.77.172.62,58906,209.239.3.114,28253,185.60.216.35,3478,936115994449885,404452991706055,2025-08-10 21:35:07,2025-08-10 21:35:08,40440-38946-1170046,13.098847,80.112064,3497,2717,6214,4G
205.96.94.67,50714,35.252.52.14,50714,185.60.218.35,55006,936115994449885,404452991706055,2025-08-10 21:35:08,2025-08-10 21:38:20,40440-38946-1170046,13.098847,80.112064,3436361,3425898,6862259,2G
214.65.56.115,40931,51.135.110.214,32348,157.240.1.53,5223,725967234063157,404452991750538,2025-08-10 21:56:30,2025-08-10 21:56:32,40440-38318-6834863,13.057083,80.259101,14525,13021,27546,4G
129.37.164.21,64228,18.176.167.3,27034,69.63.178.13,3478,725967234063157,404452991750538,2025-08-10 21:56:32,2025-08-10 21:56:33,40440-38318-6834863,13.057083,80.259101,2082,3913,5995,2G
52.206.54.111,54599,122.93.244.146,54599,69.63.178.13,55791,725967234063157,404452991750538,2025-08-10 21:56:33,2025-08-10 21:57:12,40440-38318-6834863,13.057083,80.259101,1302487,652094,1954581,3G
122.240.122.147,42392,111.178.218.226,43247,69.63.178.13,5223,845688795427451,404452991750538,2025-08-10 22:19:12,2025-08-10 22:19:14,40440-35444-4212141,13.017483,80.130637,6541,18153,24694,4G
132.130.159.248,63804,80.100.36.231,60699,157.240.2.53,3478,845688795427451,404452991750538,2025-08-10 22:19:14,2025-08-10 22:19:15,40440-35444-4212141,13.017483,80.130637,3685,4052,7737,2G
156.43.180.90,56927,85.174.101.81,56927,185.60.218.35,55126,845688795427451,404452991750538,2025-08-10 22:19:15,2025-08-10 22:22:09,40440-35444-4212141,13.017483,80.130637,6061916,3510791,9572707,2G
179.243.109.175,62013,95.115.34.179,17698,157.240.1.53,5222,329281755554459,404452991639871,2025-08-10 22:27:39,2025-08-10 22:27:41,40440-44018-5637016,13.07218,80.254324,7078,16119,23197,4G
176.89.233.31,40314,18.20.54.140,58934,31.13.65.49,3478,329281755554459,404452991639871,2025-08-10 22:27:41,2025-08-10 22:27:42,40440-44018-5637016,13.07218,80.254324,4408,4072,8480,4G
22.26.135.22,58825,5.183.16.27,58825,157.240.2.53,51949,329281755554459,404452991639871,2025-08-10 22:27:42,2025-08-10 22:35:16,40440-44018-5637016,13.07218,80.254324,8224878,11074038,19298916,4G
217.113.102.13,53456,185.245.10.218,35721,185.60.216.35,5222,742707321647677,404452991927001,2025-08-10 22:49:22,2025-08-10 22:49:24,40440-45258-4574227,13.014162,80.284969,13710,8951,22661,4G
14.190.109.169,46694,22.38.138.170,33195,69.63.178.13,3478,742707321647677,404452991927001,2025-08-10 22:49:24,2025-08-10 22:49:25,40440-45258-4574227,13.014162,80.284969,2144,2562,4706,4G
92.178.152.244,54768,58.131.33.206,54768,157.240.2.53,53838,742707321647677,404452991927001,2025-08-10 22:49:25,2025-08-10 22:54:11,40440-45258-4574227,13.014162,80.284969,9109293,5014937,14124230,3G
131.108.165.96,55126,210.190.82.243,25427,69.63.176.13,5223,355997393192965,404452991814631,2025-08-10 22:50:48,2025-08-10 22:50:50,40440-14402-8887691,12.911297,80.213978,12151,16153,28304,3G
189.147.173.145,64510,6.29.181.247,41310,31.13.65.49,3478,355997393192965,404452991814631,2025-08-10 22:50:50,2025-08-10 22:50:51,40440-14402-8887691,12.911297,80.213978,2416,4657,7073,2G
206.131.249.22,55403,113.250.199.3,55403,157.240.1.53,55400,355997393192965,404452991814631,2025-08-10 22:50:51,2025-08-10 22:51:56,40440-14402-8887691,12.911297,80.213978,1618011,1271230,2889241,3G
60.18.211.36,9224,175.252.52.181,23145,52.27.197.74,443,212228097812743,404452991905828,2025-08-10 22:51:45,2025-08-10 23:15:00,40440-25400-4490331,12.90339,80.106237,147392,21886669,22034061,4G
211.202.146.240,46195,189.69.140.178,39815,142.250.52.162,8080,389108493098943,404452991750538,2025-08-10 22:51:57,2025-08-10 23:14:50,40440-41666-2394792,13.097671,80.186586,170979,14745425,14916404,2G
6.210.137.82,10258,10.107.28.79,3536,172.217.196.45,443,838364073646286,404452991927001,2025-08-10 22:59:29,2025-08-10 23:14:41,40440-42999-7691103,13.08438,80.232456,248043,13769010,14017053,3G
70.70.88.79,46065,10.94.63.117,30639,31.13.65.49,5223,772146233153203,404452991936654,2025-08-10 22:59:49,2025-08-10 22:59:51,40440-38684-8493559,13.090431,80.102026,6687,18642,25329,3G
131.234.146.47,49450,17.137.234.19,43823,185.60.216.35,3478,772146233153203,404452991936654,2025-08-10 22:59:51,2025-08-10 22:59:52,40440-38684-8493559,13.090431,80.102026,4764,3232,7996,4G
9.126.240.115,58772,88.44.42.207,58772,185.60.218.35,58797,772146233153203,404452991936654,2025-08-10 22:59:52,2025-08-10 23:08:57,40440-38684-8493559,13.090431,80.102026,18367128,8965300,27332428,4G
223.111.191.220,58993,187.178.105.155,60701,185.60.218.35,5222,777206794997847,404452991750538,2025-08-10 23:06:12,2025-08-10 23:06:14,40440-30332-8516983,13.002056,80.196388,6267,17431,23698,2G
81.41.233.213,43746,83.81.168.107,10442,69.63.176.13,3478,777206794997847,404452991750538,2025-08-10 23:06:14,2025-08-10 23:06:15,40440-30332-8516983,13.002056,80.196388,3494,4976,8470,4G
218.217.23.38,58971,149.10.202.162,58971,31.13.64.51,58432,777206794997847,404452991750538,2025-08-10 23:06:15,2025-08-10 23:07:03,40440-30332-8516983,13.002056,80.196388,1525633,1381644,2907277,2G
10.167.128.146,64661,210.39.195.233,3131,31.13.65.49,5223,906835449978110,404452991706055,2025-08-10 23:20:09,2025-08-10 23:20:11,40440-32202-8415448,12.967828,80.153825,7119,19952,27071,3G
193.8.151.174,49896,116.171.212.31,52341,185.60.216.35,3478,906835449978110,404452991706055,2025-08-10 23:20:11,2025-08-10 23:20:12,40440-32202-8415448,12.967828,80.153825,3281,4076,7357,2G
70.237.231.128,50436,110.249.72.65,50436,31.13.65.49,50281,906835449978110,404452991706055,2025-08-10 23:20:12,2025-08-10 23:22:09,40440-32202-8415448,12.967828,80.153825,1822486,1794189,3616675,4G
48.238.124.105,33410,199.38.8.47,1715,142.250.52.162,80,699105772437520,404452991750538,2025-08-10 23:26:42,2025-08-10 23:39:55,40440-13136-4020204,13.082411,80.215967,411841,10508488,10920329,4G
160.4.73.65,48982,175.100.251.136,29380,31.13.64.51,5222,667597164683438,404452991905828,2025-08-10 23:44:20,2025-08-10 23:44:22,40440-33633-3738717,12.938338,80.186774,12046,14966,27012,2G
123.111.190.59,52774,70.193.49.232,9563,185.60.216.35,3478,667597164683438,404452991905828,2025-08-10 23:44:22,2025-08-10 23:44:23,40440-33633-3738717,12.938338,80.186774,3627,3835,7462,2G
162.135.68.97,59567,161.221.150.197,59567,31.13.64.51,50351,667597164683438,404452991905828,2025-08-10 23:44:23,2025-08-10 23:46:59,40440-33633-3738717,12.938338,80.186774,4068575,2388549,6457124,3G
114.165.232.161,54354,137.208.161.173,35155,31.13.64.51,5222,880137076425931,404452991935917,2025-08-10 23:54:08,2025-08-10 23:54:10,40440-13776-158461,12.960561,80.213336,10571,14335,24906,3G
177.185.184.133,59795,183.87.17.167,7324,185.60.218.35,3478,880137076425931,404452991935917,2025-08-10 23:54:10,2025-08-10 23:54:11,40440-13776-158461,12.960561,80.213336,4703,2772,7475,2G
7.93.67.154,52551,223.225.164.88,52551,69.63.176.13,59874,880137076425931,404452991935917,2025-08-10 23:54:11,2025-08-10 23:55:28,40440-13776-158461,12.960561,80.213336,1818297,1270191,3088488,4G
